name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
Vishay Intertechnology,VSH,Information Technology,25.28,Semiconductors & Semiconductor Equipment,2194.46,-0.30
Dropbox Inc,DBX,Information Technology,267.31,Software & IT Services,8072.95,0.08
Allakos Inc,ALLK,Health Care,0.00,Pharmaceuticals,3872.98,-0.17
2U Inc,TWOU,Information Technology,0.00,Software & IT Services,2443.71,0.42
Digital Turbine,APPS,Information Technology,112.08,Software & IT Services,2817.57,3.62
Twist Bioscience Corp,TWST,Health Care,0.00,Pharmaceuticals,2979.91,2.12
Everbridge Inc,EVBG,Information Technology,0.00,Software & IT Services,4680.75,0.65
Cousins Properties Inc,CUZ,Real Estate,12.33,Residential & Commercial REIT,4136.14,-0.35
Grand Canyon Educati,LOPE,Consumer Discretionary,15.86,Personal & Household Products & Services,3930.97,-0.14
Livanova Plc OR Sh,LIVN,Health Care,0.00,Healthcare Equipment & Supplies,2068.34,-0.44
Sabra REIT,SBRA,Real Estate,22.82,Residential & Commercial REIT,2984.74,-0.36
Prestige Brand Holdings,PBH,Health Care,11.79,Pharmaceuticals,1770.16,-0.15
Allete Inc,ALE,Utilities,16.19,Electrical Utilities & IPPs,2713.36,-0.37
Irobot Corp,IRBT,Consumer Discretionary,22.77,Electronic Equipment & Parts,2140.12,0.48
New Residential Investment Corp,NRZ,Real Estate,0.00,Residential & Commercial REIT,3197.08,-0.54
SLM Corp,SLM,Financials,6.29,Banking Services,2949.35,-0.13
Bridgebio Pharma Inc.,BBIO,Health Care,0.00,Pharmaceuticals,4896.91,0.11
Inspire Medical Systems Inc,INSP,Health Care,0.00,Healthcare Equipment & Supplies,3430.41,0.73
Qts Realty Trust Inc,QTS,Real Estate,0.00,Residential & Commercial REIT,3848.65,0.14
Kohl's Corp,KSS,Consumer Discretionary,0.00,Diversified Retail,3284.88,-0.60
Proto Labs Inc,PRLB,Industrials,61.56,"Machinery, Equipment & Components",3576.01,0.27
Emergent Biosolutions,EBS,Health Care,31.36,Pharmaceuticals,5332.18,0.89
Denali Therapeutics Inc,DNLI,Health Care,0.00,Biotechnology & Medical Research,3801.61,1.05
Nektar Therapeutics,NKTR,Health Care,8.39,Biotechnology & Medical Research,3560.11,-0.12
Caretrust REIT Inc,CTRE,Real Estate,36.32,Residential & Commercial REIT,1774.96,-0.15
Easterly Government Properties,DEA,Real Estate,239.94,Residential & Commercial REIT,1793.31,-0.06
Intra-Cellular Ther,ITCI,Health Care,0.00,Biotechnology & Medical Research,2243.62,-0.20
Hub Group Inc A,HUBG,Industrials,20.16,Freight & Logistics Services,1664.50,-0.05
Aerojet Rocketdyne Holdings,AJRD,Industrials,28.07,Aerospace & Defense,3337.63,-0.11
Qualys Inc,QLYS,Information Technology,46.95,Software & IT Services,3814.76,0.16
Sunstone Hotel Investors,SHO,Real Estate,0.00,Residential & Commercial REIT,1625.89,-0.48
Brink's Company,BCO,Industrials,125.32,Professional & Commercial Services,2162.28,-0.56
Eqt Corp,EQT,Energy,0.00,Oil & Gas,3759.92,0.32
Hancock Whitney Corp,HWC,Financials,12.69,Banking Services,1553.48,-0.59
Overstock.com Inc,OSTK,Consumer Discretionary,0.00,Software & IT Services,3391.63,9.13
Pagerduty Inc,PD,Information Technology,0.00,Software & IT Services,2128.03,0.11
Pure Storage Inc,PSTG,Information Technology,0.00,"Computers, Phones & Household Electronics",4084.89,-0.15
Pennymac Financial Services IN,PFSI,Financials,4.87,Banking Services,4052.44,0.65
Medifast Inc,MED,Consumer Staples,27.14,Food & Tobacco,2034.40,0.49
Business Parks,PSB,Real Estate,27.31,Residential & Commercial REIT,3293.50,-0.29
Alarm.com,ALRM,Information Technology,49.50,Software & IT Services,2721.52,0.27
Apellis Pharmaceuticals Inc,APLS,Health Care,0.00,Pharmaceuticals,2430.67,0.00
Navient Cp,NAVI,Financials,5.12,Banking Services,1524.27,-0.45
Evertec Inc,EVTC,Information Technology,28.64,Professional & Commercial Services,2409.88,-0.01
Cabot Corp,CBT,Materials,34.97,Chemicals,2030.36,-0.25
Hexcel Corp,HXL,Industrials,15.05,Aerospace & Defense,2878.44,-0.56
Sabre Corp,SABR,Information Technology,11.52,Software & IT Services,1907.04,-0.74
Wyndham Destinations Inc,WYND,Consumer Discretionary,0.00,Hotels & Entertainment Services,2616.30,-0.41
Palomar Holdings Inc,PLMR,Financials,58.50,Insurance,2611.01,0.97
Revance Therapeutics,RVNC,Health Care,0.00,Biotechnology & Medical Research,1809.07,0.63
Shake Shack Inc,SHAK,Consumer Discretionary,0.00,Hotels & Entertainment Services,2564.56,0.11
Community Bank System,CBU,Financials,17.99,Banking Services,2876.68,-0.26
Installed Building Products,IBP,Consumer Discretionary,35.67,Construction & Engineering,2892.59,0.39
I I V I Inc,IIVI,Information Technology,41.87,Electronic Equipment & Parts,4224.49,0.15
Cracker Barrel,CBRL,Consumer Discretionary,606.61,Hotels & Entertainment Services,2809.33,-0.25
Moog Inc [Mog.A],MOG.A,Industrials,16.22,Aerospace & Defense,2043.75,-0.29
Graphic Packaging Holding Company,GPK,Materials,31.04,Containers & Packaging,3742.03,-0.20
Dana Inc,DAN,Consumer Discretionary,21.92,Automobiles & Auto Parts,1729.47,-0.36
Emcor Group,EME,Industrials,11.39,Construction & Engineering,3637.52,-0.23
Entertainment Properties Trust,EPR,Real Estate,0.00,Residential & Commercial REIT,2072.72,-0.62
SL Green Realty Corp,SLG,Real Estate,16.11,Residential & Commercial REIT,3342.43,-0.52
Global Blood Ther,GBT,Health Care,0.00,Biotechnology & Medical Research,3287.26,-0.32
Principia Biopharma Inc,PRNB,Health Care,156.05,Biotechnology & Medical Research,3325.99,0.83
Sanmina Corp,SANM,Information Technology,17.43,Semiconductors & Semiconductor Equipment,1786.93,-0.25
National Health Investors,NHI,Real Estate,14.18,Residential & Commercial REIT,2713.38,-0.29
Crocs Inc,CROX,Consumer Discretionary,24.58,Textiles & Apparel,2958.89,0.02
Interdigital Inc,IDCC,Information Technology,46.97,Communications & Networking,1779.97,0.02
Xencor Inc,XNCR,Health Care,68.24,Biotechnology & Medical Research,2223.89,0.10
Texas Roadhouse Inc,TXRH,Consumer Discretionary,72.02,Hotels & Entertainment Services,4396.74,0.08
Mercury Sys Inc,MRCY,Industrials,49.39,Aerospace & Defense,4300.29,0.11
Ryder System,R,Industrials,0.00,Freight & Logistics Services,2323.90,-0.23
Advanced Drainage Systems Inc,WMS,Industrials,48.86,Homebuilding & Construction Supplies,4125.49,0.49
Comfort Systems USA,FIX,Industrials,14.91,"Machinery, Equipment & Components",1873.55,0.00
Highwoods Properties,HIW,Real Estate,11.34,Residential & Commercial REIT,3487.80,-0.34
Jack IN The Box Inc,JACK,Consumer Discretionary,26.96,Hotels & Entertainment Services,1887.25,0.04
Alkermes Plc,ALKS,Health Care,0.00,Biotechnology & Medical Research,2729.19,-0.18
Morningstar Inc,MORN,Financials,45.02,Professional & Commercial Services,6644.63,0.01
Silicon Labs Inc,SLAB,Information Technology,138.32,Semiconductors & Semiconductor Equipment,4178.97,-0.19
Lexington Realty Trust,LXP,Real Estate,10.05,Residential & Commercial REIT,2906.19,-0.03
Svmk Inc,SVMK,Information Technology,0.00,Software & IT Services,3223.59,0.25
Hawaiian Electric Industries,HE,Utilities,17.77,Electrical Utilities & IPPs,3596.43,-0.30
Sailpoint Technologies Holdings Inc,SAIL,Information Technology,943.27,Software & IT Services,3467.65,0.58
Fabrinet,FN,Information Technology,20.60,Electronic Equipment & Parts,2279.98,-0.06
Independent Bk Corp,INDB,Financials,11.68,Banking Services,1701.59,-0.40
Chart Industries IN,GTLS,Industrials,40.72,"Machinery, Equipment & Components",2434.34,-0.04
South Jersey Industries,SJI,Utilities,17.18,Natural Gas Utilities,1920.50,-0.44
Terreno Realty Corp,TRNO,Real Estate,49.98,Residential & Commercial REIT,3625.57,-0.02
Shenandoah Telecom,SHEN,Communication Services,31.31,Telecommunications Services,2194.49,0.02
Sorrento Therpt,SRNE,Health Care,0.00,Biotechnology & Medical Research,2668.36,1.87
Varonis Systems Inc,VRNS,Information Technology,0.00,Software & IT Services,3653.37,0.45
Inovalon Hlds Cm A,INOV,Health Care,313.56,Software & IT Services,3887.67,0.32
Coresite Realty Corp,COR,Real Estate,59.77,Residential & Commercial REIT,5046.89,0.03
Chemours Company,CC,Materials,0.00,Chemicals,3319.30,0.09
Viasat Inc,VSAT,Information Technology,6012.84,Communications & Networking,2330.83,-0.54
Bill.com Holdings Inc,BILL,Information Technology,0.00,Software & IT Services,7348.55,1.45
Sage Therapeutic Com,SAGE,Health Care,0.00,Biotechnology & Medical Research,3214.61,-0.17
Neogenomics Inc,NEO,Health Care,1204.15,Healthcare Providers & Services,3965.56,0.18
Select Medical Holdings Corp,SEM,Health Care,15.39,Healthcare Providers & Services,2575.04,-0.21
Douglas Emmett,DEI,Real Estate,13.53,Residential & Commercial REIT,4440.49,-0.45
Acadia Pharmaceutica,ACAD,Health Care,0.00,Biotechnology & Medical Research,6508.29,-0.05
Ehealth Inc,EHTH,Financials,29.89,Insurance,1948.50,-0.25
Skechers U.S.A.,SKX,Consumer Discretionary,33.60,Textiles & Apparel,4794.60,-0.29
Builders Firstsource,BLDR,Industrials,17.47,Homebuilding & Construction Supplies,3597.91,0.17
Healthequity,HQY,Health Care,2961.19,Software & IT Services,3674.08,-0.36
Popular Inc,BPOP,Financials,6.89,Banking Services,3063.83,-0.40
Moelis,MC,Financials,22.84,Investment Banking & Investment Services,1828.78,0.02
Univar Inc,UNVR,Industrials,602.15,Chemicals,2845.31,-0.32
Sprouts Farmers Mark,SFM,Consumer Staples,11.27,Food & Drug Retailing,2440.27,0.07
Dorman Products Inc,DORM,Consumer Discretionary,35.87,Automobiles & Auto Parts,2686.71,0.10
Lancaster Colony Cor,LANC,Consumer Staples,35.57,Food & Tobacco,4868.17,0.10
Plug Power Inc,PLUG,Industrials,0.00,Renewable Energy,4996.77,2.82
Workhorse Grp,WKHS,Consumer Discretionary,0.00,Automobiles & Auto Parts,2829.18,6.48
Eastgroup Properties,EGP,Real Estate,42.97,Residential & Commercial REIT,5185.98,-0.04
Bmc Stock Holdings,BMCH,Industrials,22.76,Homebuilding & Construction Supplies,2700.17,0.35
Unumprovident Corp,UNM,Financials,3.59,Insurance,3427.90,-0.44
Wintrust Finl Corp,WTFC,Financials,8.49,Banking Services,2203.23,-0.47
Badger Meter,BMI,Information Technology,40.38,"Machinery, Equipment & Components",1866.14,-0.03
H. B. Fuller Company,FUL,Materials,20.11,Chemicals,2463.35,-0.10
Domtar Corp,UFS,Materials,162.82,Paper & Forest Products,1486.34,-0.32
Ptc Therapeutics,PTCT,Health Care,0.00,Biotechnology & Medical Research,3122.47,-0.05
Equity Commonwealth,EQC,Real Estate,7.76,Residential & Commercial REIT,3631.07,-0.11
Mdu Res Group Inc,MDU,Utilities,12.69,Multiline Utilities,4531.80,-0.27
Meritage Corp,MTH,Consumer Discretionary,12.41,Homebuilding & Construction Supplies,4034.86,0.66
Zions Bancorp,ZION,Financials,11.12,Banking Services,4693.05,-0.46
Altra Indtl Mtn,AIMC,Industrials,13.62,"Machinery, Equipment & Components",2462.75,0.04
Bok Financial Corp,BOKF,Financials,9.33,Banking Services,3516.04,-0.44
Rexnord Corp,RXN,Industrials,22.57,"Machinery, Equipment & Components",3535.28,-0.12
Rapid7 Inc,RPD,Information Technology,0.00,Software & IT Services,3140.96,0.07
Liveperson Inc,LPSN,Information Technology,0.00,Software & IT Services,3404.00,0.33
Minerals Technologies Inc,MTX,Materials,14.03,Chemicals,1654.46,-0.17
Boyd Gaming Corp,BYD,Consumer Discretionary,0.00,Hotels & Entertainment Services,3199.03,-0.08
Fox Corp Cl B,FOX,Communication Services,0.00,Media & Publishing,16236.35,-0.29
Herbalife Ltd,HLF,Consumer Staples,22.71,Food & Tobacco,5925.29,-0.02
Exponent Inc,EXPO,Industrials,48.63,Professional & Commercial Services,3806.12,0.03
National Fuel Gas Company,NFG,Utilities,48.84,Natural Gas Utilities,3733.67,-0.13
Flowers Foods,FLO,Consumer Staples,51.13,Food & Tobacco,4981.13,0.07
Footlocker Inc,FL,Consumer Discretionary,19.07,Specialty Retailers,3609.85,-0.15
Old National Bncp,ONB,Financials,10.73,Banking Services,2024.04,-0.34
Green Dot Corp,GDOT,Financials,50.93,Banking Services,2646.19,1.07
Tenable Holdings Inc,TENB,Information Technology,0.00,Software & IT Services,3933.08,0.55
PNM Resources Inc,PNM,Utilities,18.37,Electrical Utilities & IPPs,3240.31,-0.22
Biohaven Pharmaceutical Holding Company Ltd,BHVN,Health Care,0.00,Biotechnology & Medical Research,3700.56,0.16
Air Lease Corp Cl A,AL,Industrials,5.74,Professional & Commercial Services,3384.92,-0.41
Arrowhead Pharma,ARWR,Health Care,446.20,Biotechnology & Medical Research,4480.38,-0.29
Wingstop Inc,WING,Consumer Discretionary,148.66,Hotels & Entertainment Services,4228.80,0.61
Kirby Corp,KEX,Industrials,0.00,Freight & Logistics Services,2244.82,-0.59
W D 40 Company,WDFC,Consumer Staples,46.15,Personal & Household Products & Services,2664.50,-0.03
Aaon Inc,AAON,Industrials,43.26,"Machinery, Equipment & Components",2978.39,0.14
Clean Harbors,CLH,Industrials,30.09,Professional & Commercial Services,3020.60,-0.38
Turning Point Therapeutics Inc,TPTX,Health Care,0.00,Biotechnology & Medical Research,3577.61,0.34
Cardlytics Inc,CDLX,Communication Services,0.00,Media & Publishing,1875.65,0.04
Navistar International Corp,NAV,Industrials,0.00,"Machinery, Equipment & Components",4269.91,0.48
Timken Company,TKR,Industrials,12.96,"Machinery, Equipment & Components",4077.84,-0.06
Brandywine Realty Trust,BDN,Real Estate,50.35,Residential & Commercial REIT,1714.26,-0.39
Appfolio Cl A,APPF,Information Technology,164.95,Software & IT Services,4888.29,0.28
Marriot Vacations Worldwide Cor,VAC,Consumer Discretionary,0.00,Hotels & Entertainment Services,3604.90,-0.32
Allison Transmission Holdings,ALSN,Industrials,9.18,"Machinery, Equipment & Components",3660.95,-0.31
Matson Inc,MATX,Industrials,18.63,Freight & Logistics Services,1636.44,-0.09
Silk Road Medical Inc,SILK,Health Care,0.00,Healthcare Equipment & Supplies,2333.66,0.63
Invitae Corp,NVTA,Health Care,0.00,Biotechnology & Medical Research,5679.94,1.53
Applied Industrial Technologies,AIT,Industrials,98.00,"Machinery, Equipment & Components",2099.57,-0.21
Nu Skin Enterprises,NUS,Consumer Staples,19.96,Personal & Household Products & Services,2740.48,0.24
Magellan Health,MGLN,Health Care,20.45,Healthcare Providers & Services,1815.77,-0.09
STI Inc,STAG,Real Estate,42.71,Residential & Commercial REIT,4630.85,-0.06
Six Flags Entertainment Corp,SIX,Consumer Discretionary,0.00,Hotels & Entertainment Services,1885.95,-0.53
Dxc Technology Company,DXC,Information Technology,0.00,Software & IT Services,4354.35,-0.57
Integra Lifesciences,IART,Health Care,156.62,Healthcare Equipment & Supplies,3823.37,-0.23
Flowserve Corp,FLS,Industrials,24.37,"Machinery, Equipment & Components",3522.12,-0.46
Brown Forman Corp [Bf.A],BF.A,Consumer Staples,0.00,Beverages,35143.91,0.08
Redfin Corp,RDFN,Real Estate,0.00,Real Estate Operations,4675.40,1.15
Enstar Group Ltd,ESGR,Financials,5.73,Insurance,3352.32,-0.26
Idacorp Inc,IDA,Utilities,17.51,Electrical Utilities & IPPs,4104.00,-0.25
Washington Real Estate Investment,WRE,Real Estate,40.38,Residential & Commercial REIT,1614.82,-0.34
Reata Pharma,RETA,Health Care,0.00,Biotechnology & Medical Research,3733.78,-0.47
Pinnacle Finl Ptnrs,PNFP,Financials,8.71,Banking Services,2560.56,-0.48
Avis Budget Group,CAR,Industrials,8.69,Passenger Transportation Services,2012.72,-0.14
Kemper Corp,KMPR,Financials,10.28,Insurance,4451.64,-0.16
Spirit Aerosystems Holdings,SPR,Industrials,0.00,Aerospace & Defense,2007.91,-0.76
Bandwidth Inc,BAND,Communication Services,773.01,Telecommunications Services,4088.69,1.54
The Carlyle Group,CG,Financials,8.12,Investment Banking & Investment Services,8567.41,-0.25
United Bkshs Inc,UBSI,Financials,10.14,Banking Services,2774.17,-0.46
World Wrestling Entertainment,WWE,Communication Services,23.37,Media & Publishing,3050.03,-0.41
Essent Group Ltd,ESNT,Financials,7.82,Insurance,4077.59,-0.32
Under Armour Inc Cl C,UA,Consumer Discretionary,0.00,Textiles & Apparel,4641.21,-0.48
Gap Inc,GPS,Consumer Discretionary,0.00,Specialty Retailers,6242.74,-0.06
Park Hotels & Resorts Inc,PK,Real Estate,0.00,Residential & Commercial REIT,2247.67,-0.65
Planet Fitness,PLNT,Consumer Discretionary,140.59,Hotels & Entertainment Services,4668.51,-0.20
Box Inc,BOX,Information Technology,0.00,Software & IT Services,2809.98,0.04
Weingarten Realty Investors,WRI,Real Estate,8.59,Residential & Commercial REIT,2094.49,-0.50
Kratos Defns,KTOS,Industrials,351.40,Aerospace & Defense,2315.70,0.03
Avista Corp,AVA,Utilities,19.12,Multiline Utilities,2349.85,-0.31
Brooks Automation,BRKS,Information Technology,72.63,Semiconductors & Semiconductor Equipment,3326.57,0.07
Balchem Cp,BCPC,Materials,37.87,Food & Tobacco,3091.22,-0.07
Corcept Therapeutics,CORT,Health Care,19.13,Pharmaceuticals,2059.24,0.41
Shockwave Medical Inc,SWAV,Health Care,12.19,Healthcare Equipment & Supplies,2388.70,0.58
Medallia Inc.,MDLA,Information Technology,0.00,Software & IT Services,4010.94,-0.16
Ingevity Corp,NGVT,Materials,12.41,Chemicals,2060.48,-0.44
Eagle Materials Inc,EXP,Materials,40.99,Construction Materials,3622.81,-0.08
Bluebird Bio,BLUE,Health Care,0.00,Biotechnology & Medical Research,3680.67,-0.36
Goodyear Tire Rubber,GT,Consumer Discretionary,16.69,Automobiles & Auto Parts,1801.17,-0.51
Starwood Property Trust,STWD,Real Estate,11.78,Residential & Commercial REIT,4423.31,-0.40
New York Community Bancorp,NYCB,Financials,10.89,Banking Services,3998.90,-0.30
Hamilton Lane Incorporated Cl A,HLNE,Financials,34.06,Investment Banking & Investment Services,2031.18,0.03
Webster Financial Corp,WBS,Financials,8.44,Banking Services,2223.23,-0.55
Formfactor Inc,FORM,Information Technology,30.48,Semiconductors & Semiconductor Equipment,1891.79,-0.08
Cloudera Inc,CLDR,Information Technology,0.00,Professional & Commercial Services,3401.72,-0.05
Parsley Energy,PE,Energy,0.00,Oil & Gas,3606.90,-0.53
Casella Waste Sys,CWST,Industrials,75.42,Professional & Commercial Services,2584.95,0.13
Scientific Games,SGMS,Consumer Discretionary,22.34,Hotels & Entertainment Services,3198.19,0.13
Pluralsight Inc Cl A,PS,Information Technology,0.00,Software & IT Services,1996.74,-0.02
Appian Corp Cl A,APPN,Information Technology,0.00,Software & IT Services,4052.75,0.49
Taubman Centers,TCO,Real Estate,12.60,Residential & Commercial REIT,2110.67,0.08
Neogen Cp,NEOG,Health Care,69.89,Healthcare Equipment & Supplies,4165.07,0.14
Sensient Technologies Corp,SXT,Materials,36.41,Chemicals,2416.48,-0.16
Performance Food Group Company,PFGC,Consumer Staples,0.00,Food & Drug Retailing,4689.70,-0.35
Cabot Microelectron,CCMP,Information Technology,48.17,Semiconductors & Semiconductor Equipment,4033.74,-0.06
Acuity Brands Inc,AYI,Industrials,14.80,Homebuilding & Construction Supplies,3949.24,-0.29
Tripadvisor Inc,TRIP,Communication Services,36.43,Hotels & Entertainment Services,2672.01,-0.37
